"Hot Spot","Self Time Difference (microseconds)","Self Time Base (microseconds)","Invocations Difference","Invocations Base"
"kanzi.entropy.TPAQPredictor.update(int)",233681606,0,479869840,0
"kanzi.entropy.TPAQPredictor$Mixer.get(int, int, int, int, int, int, int, int)",85260011,0,479869840,0
"kanzi.entropy.BinaryEntropyEncoder.encodeByte(byte)",84466762,0,59983730,0
"kanzi.entropy.BinaryEntropyEncoder.encodeBit(int, int)",78658722,0,479869840,0
"kanzi.Global.squash(int)",72241017,3011,479869906,3895
"kanzi.entropy.LogisticAdaptiveProbMap.get(int, int, int)",48196053,0,479869871,0
"kanzi.entropy.TPAQPredictor$Mixer.update(int)",39716723,0,479869840,0
"kanzi.Global.positiveOrNull(int)",37669347,0,459872302,0
"kanzi.entropy.TPAQPredictor.get()",32653193,0,479869840,0
"kanzi.entropy.TPAQPredictor.getMatchContextPred()",22707879,0,257597719,0
"kanzi.entropy.TPAQPredictor.createContext(int, int)",14436367,0,179951190,0
"kanzi.transform.TextCodec$TextCodec1.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",13381407,0,1,0
"kanzi.entropy.TPAQPredictor.findMatch()",11710426,0,59983730,0
"kanzi.entropy.BinaryEntropyEncoder.encode(byte[ ], int, int)",5172208,0,1,0
"kanzi.entropy.TPAQPredictor.hash(int, int)",4893630,0,59983730,0
"kanzi.transform.TextCodec$TextCodec1.emitWordIndex(byte[ ], int, int)",1056958,0,12721077,0
"kanzi.entropy.BinaryEntropyEncoder.flush()",830973,0,4774683,0
"kanzi.entropy.TPAQPredictor.<init>(java.util.Map)",715438,0,1,0
"kanzi.transform.RLT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",533835,0,1,0
"kanzi.transform.TextCodec$TextCodec1.emitSymbols(byte[ ], int, byte[ ], int, int, int)",479577,0,4628213,0
"kanzi.Memory$BigEndian.writeInt32(byte[ ], int, int)",388657,0,4774683,0
"kanzi.Global.computeHistogramOrder0(byte[ ], int, int, int[ ], boolean)",96979,38273,-1026,1028
"kanzi.transform.X86Codec.isExeBlock(byte[ ], int, int, int)",93426,0,1,0
