"Hot Spot","Self Time Difference (microseconds)","Self Time Base (microseconds)","Invocations Difference","Invocations Base"
"kanzi.entropy.FPAQEncoder.encode(byte[ ], int, int)",32644151,0,382,0
"kanzi.entropy.FPAQEncoder.encodeBit(int, int)",26893592,0,401375368,0
"kanzi.transform.TextCodec$TextCodec1.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",12541584,0,382,0
"kanzi.util.hash.XXHash32.hash(byte[ ], int, int)",4230678,0,382,0
"java.lang.Thread.yield()",3555920,0,6777207,0
"kanzi.Memory$LittleEndian.readInt32(byte[ ], int)",1642104,0,25000000,0
"kanzi.transform.SRT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",1610369,0,382,0
"kanzi.util.hash.XXHash32.round(int, int)",1590244,0,25000000,0
"kanzi.transform.DivSufSort.ssInsertionSort(int, int, int, int)",1559152,2221062,953287,1170187
"kanzi.entropy.FPAQEncoder.flush()",1148990,0,7417043,0
"kanzi.io.CompressedOutputStream$EncodingTask.encodeBlock(kanzi.SliceByteArray, kanzi.SliceByteArray, int, long, int, int)",1034042,32867,381,1
"kanzi.transform.TextCodec$TextCodec1.emitWordIndex(byte[ ], int, int)",706503,0,10568214,0
"kanzi.Memory$BigEndian.writeInt32(byte[ ], int, int)",480224,0,7417043,0
"kanzi.transform.TextCodec$TextCodec1.emitSymbols(byte[ ], int, byte[ ], int, int, int)",453997,0,4769601,0
"java.util.concurrent.atomic.AtomicInteger.get()",442875,0,6778099,0
"kanzi.transform.DivSufSort.sortTypeBstar(int[ ], int[ ], int)",297227,683166,381,1
"kanzi.transform.TextCodec$TextCodec1.reset(int)",267503,0,382,0
"kanzi.transform.TextCodec$DictEntry.<init>(byte[ ], int, int, int, int)",148021,39947,2214912,524288
"kanzi.transform.ZRLT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",96977,246319,381,1
"kanzi.transform.DivSufSort$Stack.pop()",89822,404963,1634789,3947293
"kanzi.transform.DivSufSort.ssSort(int, int, int, int, int, int, int, boolean)",84234,6502,540734,21149
"kanzi.transform.TextCodec.computeStats(byte[ ], int, int, int[ ], boolean)",65132,147014,381,1
"kanzi.transform.DivSufSort.ssIlg(int)",60002,89948,862074,879443
"kanzi.transform.DivSufSort.ssPivot(int, int, int, int)",35058,197945,360181,895009
"java.io.PrintStream.println(java.lang.String)",27850,0,1552,0
"kanzi.transform.DivSufSort.trIlg(int)",19423,287614,639118,2923260
"kanzi.transform.DivSufSort.<init>()",14318,0,382,0
"java.util.concurrent.ThreadPoolExecutor$Worker.run()",12960,0,3,0
"java.util.concurrent.ExecutorService.invokeAll(java.util.Collection)",8938,0,127,0
"kanzi.transform.DivSufSort.reset()",8018,0,382,0
"kanzi.transform.DivSufSort$StackElement.<init>(kanzi.transform.DivSufSort$1)",7170,0,42784,0
"java.io.PrintStream.println(java.lang.Object)",7161,0,384,0
"kanzi.transform.SRT.preprocess(int[ ], byte[ ])",6807,0,382,0
"kanzi.app.InfoPrinter.processEvent(kanzi.Event)",6125,0,1530,0
"kanzi.transform.DivSufSort$Stack.<init>(int)",4852,0,1146,0
"kanzi.Event.toString()",4637,0,1530,0
"kanzi.transform.DivSufSort.ssMedian5(int, int, int, int, int, int, int)",4151,63508,130336,447834
"kanzi.transform.Sequence.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",3174,0,382,0
"kanzi.transform.DivSufSort$StackElement.<init>()",3117,0,42784,0
"kanzi.transform.BWTBlockCodec.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",2589,0,382,0
"java.lang.StringBuilder.append(java.lang.String)",2317,0,13432,0
"java.util.HashMap.<init>(java.util.Map)",2166,0,382,0
"java.util.Map.put(java.lang.Object, java.lang.Object)",1829,0,2316,0
"java.lang.Integer.valueOf(int)",1819,0,6121,0
"kanzi.entropy.FPAQEncoder.<init>(kanzi.OutputBitStream)",1766,0,382,0
"java.lang.StringBuilder.append(long)",1510,0,3063,0
