"Hot Spot","Self Time Difference (microseconds)","Self Time Base (microseconds)","Invocations Difference","Invocations Base"
"kanzi.transform.ROLZCodec$ROLZCodec1.findMatch(kanzi.SliceByteArray, int)",36353720,0,47703086,0
"java.lang.Thread.yield()",15894855,0,24356405,0
"kanzi.transform.ROLZCodec.getKey(byte[ ], int)",13230019,0,47703086,0
"kanzi.transform.ROLZCodec.hash(byte[ ], int)",13195099,0,47703086,0
"kanzi.transform.TextCodec.isText(byte)",12224108,15240674,196462,100005616
"kanzi.transform.TextCodec$TextCodec2.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",8971117,13464763,1525,1
"kanzi.transform.ROLZCodec$ROLZCodec1.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",8852149,0,1526,0
"kanzi.Memory$LittleEndian.readInt32(byte[ ], int)",8513223,0,67553534,0
"kanzi.Memory$LittleEndian.readInt16(byte[ ], int)",6110753,0,47703086,0
"java.lang.Math.min(int, int)",6029712,0,47726233,0
"kanzi.io.CompressedOutputStream$EncodingTask.encodeBlock(kanzi.SliceByteArray, kanzi.SliceByteArray, int, long, int, int)",5862501,32867,1525,1
"kanzi.transform.TextCodec.isLowerCase(byte)",5525390,7055582,196462,100005616
"kanzi.entropy.ANSRangeEncoder.encodeChunk(byte[ ], int, int)",5313384,2831974,5077,1028
"kanzi.entropy.ANSRangeEncoder.encodeSymbol(int[ ], int, kanzi.entropy.ANSRangeEncoder$Symbol)",4369377,2462807,19144036,33678300
"kanzi.transform.ROLZCodec$ROLZCodec1.<init>(int, java.util.Map)",2908691,0,1526,0
"java.util.concurrent.atomic.AtomicInteger.get()",2310621,0,24359712,0
"kanzi.transform.TextCodec$TextCodec2.reset(int)",1837318,30492,1525,1
"kanzi.bitstream.DefaultOutputBitStream.writeBits(byte[ ], int, int)",1717992,878841,8128,1029
"kanzi.bitstream.DefaultOutputBitStream.pushCurrent()",1599471,844488,4005552,5283283
"kanzi.transform.TextCodec$DictEntry.<init>(byte[ ], int, int, int, int)",1380331,39947,10415104,524288
"kanzi.transform.TextCodec.isDelimiter(byte)",757869,1082185,-439,13861126
"kanzi.Memory$BigEndian.writeLong64(byte[ ], int, long)",724560,368975,4005552,5283283
"kanzi.Memory$BigEndian.readLong64(byte[ ], int)",690972,397993,3920647,5266221
"java.lang.Integer.numberOfTrailingZeros(int)",656472,0,5499210,0
"kanzi.transform.TextCodec.computeStats(byte[ ], int, int, int[ ], boolean)",517965,147014,1525,1
"kanzi.entropy.EntropyUtils$FreqSortData.compareTo(java.lang.Object)",453953,26083,1538275,166150
"kanzi.transform.TextCodec$TextCodec2.emitSymbols(byte[ ], int, byte[ ], int, int, int)",392338,462712,139178,4625539
"java.util.Collections.sort(java.util.List)",362203,23125,2034,277
"kanzi.entropy.ANSRangeEncoder.encode(byte[ ], int, int)",289183,1390,6103,1
"kanzi.entropy.EntropyUtils$FreqSortData.compareTo(kanzi.entropy.EntropyUtils$FreqSortData)",231788,12966,1538275,166150
"java.lang.System.arraycopy(java.lang.Object, int, java.lang.Object, int, int)",207855,15822,891051,1818
"kanzi.transform.TextCodec$TextCodec2.emitWordIndex(byte[ ], int, int, int)",189625,1039165,-3187806,12697965
"kanzi.entropy.ANSRangeEncoder$Symbol.<init>()",186786,0,1562624,0
"kanzi.bitstream.DefaultOutputBitStream.writeBits(long, int)",142220,17816,877489,211095
"kanzi.entropy.ANSRangeEncoder.encodeHeader(int, int[ ], int[ ], int)",141977,18020,5077,1028
"kanzi.Global.computeHistogramOrder0(byte[ ], int, int, int[ ], boolean)",138470,38273,6603,1028
"kanzi.entropy.EntropyUtils.normalizeFrequencies(int[ ], int[ ], int, int)",118860,21187,5077,1028
"kanzi.entropy.ANSRangeEncoder.updateFrequencies(int[ ][ ], int)",117787,21152,5077,1028
"kanzi.transform.ROLZCodec$ROLZCodec1.emitLength(kanzi.SliceByteArray, int)",101987,0,698881,0
"kanzi.entropy.ANSRangeEncoder$Symbol.reset(int, int, int)",95445,15874,594558,197858
"kanzi.Global.log2_1024(int)",78393,0,237764,0
"kanzi.Global.computeFirstOrderEntropy1024(int, int[ ])",65178,0,1526,0
"java.util.concurrent.ThreadPoolExecutor$Worker.run()",43531,0,6,0
"kanzi.transform.TextCodec.sameWords(byte[ ], int, byte[ ], int, int)",34235,1350314,-3187806,12697965
"kanzi.transform.Sequence.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",17547,0,1526,0
"java.util.concurrent.ExecutorService.invokeAll(java.util.Collection)",17525,0,255,0
"kanzi.bitstream.DefaultOutputBitStream.<init>(java.io.OutputStream, int)",16009,0,3053,0
"java.util.Map.put(java.lang.Object, java.lang.Object)",15338,0,9180,0
"kanzi.app.InfoPrinter.processEvent(kanzi.Event)",15131,0,6106,0
"java.util.Map.getOrDefault(java.lang.Object, java.lang.Object)",13425,0,12210,0
"kanzi.Event.<init>(kanzi.Event$Type, int, long, int, boolean, long)",12766,0,6106,0
"kanzi.entropy.ANSRangeEncoder.<init>(kanzi.OutputBitStream, int, int, int)",12434,0,3052,0
"kanzi.Event.<init>(kanzi.Event$Type, int, long, int, boolean)",11104,0,6106,0
"java.lang.Integer.numberOfLeadingZeros(int)",10093,0,60335,0
"kanzi.transform.Sequence.getMaxEncodedLength(int)",8749,0,3052,0
"java.lang.Integer.valueOf(int)",8078,0,15269,0
"java.util.HashMap.<init>(java.util.Map)",6397,0,1526,0
"java.io.ByteArrayOutputStream.toByteArray()",6006,0,1526,0
"kanzi.transform.TextCodec.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",5746,0,1526,0
"kanzi.transform.ROLZCodec.<init>(java.util.Map)",5374,0,1526,0
"java.util.Map.get(java.lang.Object)",3683,0,4587,0
"kanzi.io.CompressedOutputStream.notifyListeners(kanzi.Listener[ ], kanzi.Event)",3493,0,6104,0
"kanzi.bitstream.DefaultOutputBitStream.isClosed()",3409,0,16933,0
"kanzi.SliceByteArray.<init>(byte[ ], int)",3308,0,6127,0
"kanzi.bitstream.DefaultOutputBitStream.close()",3032,0,3053,0
"kanzi.transform.TextCodec$TextCodec2.getMaxEncodedLength(int)",3005,0,6104,0
"java.lang.Math.max(int, int)",2996,0,16532,0
"java.util.Map.remove(java.lang.Object)",2936,0,1536,0
"kanzi.Global.log2(int)",2875,0,6104,0
"java.lang.String.contains(java.lang.CharSequence)",2827,0,1526,0
"kanzi.io.CompressedOutputStream.<init>(kanzi.OutputBitStream, java.util.Map)",-38847,43035,0,1
"kanzi.transform.DivSufSort.trMedian3(int[ ], int, int, int, int)",-44027,44027,-335626,335626
"kanzi.transform.DivSufSort.ssMedian5(int, int, int, int, int, int, int)",-63508,63508,-447834,447834
"kanzi.transform.DivSufSort.ssMedian3(int, int, int, int, int)",-73526,73526,-543208,543208
"kanzi.transform.BWT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",-74951,74951,-1,1
"kanzi.transform.DivSufSort.computeBWT(byte[ ], byte[ ], int[ ], int, int, int, int[ ], int)",-84152,84152,-1,1
"kanzi.transform.DivSufSort.ssIlg(int)",-89948,89948,-879443,879443
"kanzi.transform.DivSufSort.ssPartition(int, int, int, int)",-98096,98096,-437100,437100
"kanzi.transform.DivSufSort$TRBudget.check(int)",-109845,109845,-1121148,1121148
"kanzi.transform.DivSufSort.trPivot(int[ ], int, int, int)",-111359,111359,-535018,535018
"kanzi.transform.DivSufSort.ssPivot(int, int, int, int)",-197945,197945,-895009,895009
"kanzi.transform.DivSufSort.trSort(int, int)",-232047,232047,-1,1
"kanzi.transform.DivSufSort$Stack.push(int, int, int, int, int)",-243889,243889,-2539457,2539457
"kanzi.transform.ZRLT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",-246319,246319,-1,1
"kanzi.transform.DivSufSort.trIlg(int)",-287614,287614,-2923260,2923260
"kanzi.transform.DivSufSort$Stack.pop()",-404963,404963,-3947293,3947293
"kanzi.transform.DivSufSort.trInsertionSort(int, int, int)",-600885,600885,-2977117,2977117
"kanzi.transform.DivSufSort.sortTypeBstar(int[ ], int[ ], int)",-683166,683166,-1,1
"kanzi.transform.DivSufSort.ssMergeBackward(int, int, int, int, int, int)",-934500,934500,-2169,2169
"kanzi.transform.SBRT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",-956931,956931,-1,1
"kanzi.transform.DivSufSort.trPartition(int, int, int, int, int)",-1290470,1290470,-535262,535262
"kanzi.transform.DivSufSort.trIntroSort(int, int, int, int, kanzi.transform.DivSufSort$TRBudget)",-1403889,1403889,-1382349,1382349
"kanzi.transform.DivSufSort.constructBWT(int[ ], int[ ], int, int, int[ ], int)",-1683686,1683686,-1,1
"kanzi.transform.DivSufSort.ssInsertionSort(int, int, int, int)",-2221062,2221062,-1170187,1170187
"kanzi.transform.DivSufSort.ssCompare(int, int, int)",-3320133,3320133,-30272617,30272617
"kanzi.transform.DivSufSort.swapInSA(int, int)",-4841531,4841531,-62866167,62866167
"kanzi.transform.DivSufSort.ssMultiKeyIntroSort(int, int, int, int)",-7787177,7787177,-23318,23318
