"Hot Spot","Self Time Difference (microseconds)","Self Time Base (microseconds)","Invocations Difference","Invocations Base"
"kanzi.entropy.BinaryEntropyEncoder.encodeByte(byte)",211166049,0,68839927,0
"kanzi.entropy.BinaryEntropyEncoder.encodeBit(int, int)",185185587,0,550719416,0
"kanzi.entropy.CMPredictor.update(int)",89992933,0,550719416,0
"kanzi.entropy.CMPredictor.get()",85823778,0,550719416,0
"java.lang.Thread.yield()",47709827,0,57737112,0
"kanzi.transform.TextCodec$TextCodec1.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",27856657,0,763,0
"kanzi.transform.LZCodec$LZPCodec.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",27623088,0,1526,0
"kanzi.transform.LZCodec.differentInts(byte[ ], int, int)",23911420,0,150326544,0
"kanzi.transform.TextCodec.isText(byte)",17947793,15240674,-669101,100005616
"kanzi.io.CompressedOutputStream$EncodingTask.encodeBlock(kanzi.SliceByteArray, kanzi.SliceByteArray, int, long, int, int)",16760308,32867,762,1
"kanzi.entropy.BinaryEntropyEncoder.encode(byte[ ], int, int)",12058122,0,763,0
"kanzi.util.hash.XXHash32.hash(byte[ ], int, int)",9483021,0,763,0
"kanzi.transform.TextCodec.isLowerCase(byte)",8611555,7055582,-669101,100005616
"kanzi.transform.LZCodec$LZPCodec.findMatch(byte[ ], int, int, int)",6969155,0,7984882,0
"java.util.concurrent.atomic.AtomicInteger.get()",6836419,0,57738734,0
"kanzi.transform.DivSufSort.ssInsertionSort(int, int, int, int)",6519208,2221062,1182535,1170187
"kanzi.transform.DivSufSort.ssCompare(int, int, int)",4121999,3320133,10201273,30272617
"kanzi.Memory$LittleEndian.readInt32(byte[ ], int)",3852943,0,25027452,0
"kanzi.util.hash.XXHash32.round(int, int)",3686206,0,25000000,0
"kanzi.entropy.BinaryEntropyEncoder.flush()",2676933,0,7572068,0
"kanzi.transform.DivSufSort.ssMultiKeyIntroSort(int, int, int, int)",2244897,7787177,785638,23318
"kanzi.transform.TextCodec$TextCodec1.emitWordIndex(byte[ ], int, int)",1713480,0,10016010,0
"kanzi.transform.DivSufSort.trIntroSort(int, int, int, int, kanzi.transform.DivSufSort$TRBudget)",1415035,1403889,978904,1382349
"kanzi.transform.DivSufSort.sortTypeBstar(int[ ], int[ ], int)",1381063,683166,762,1
"kanzi.Memory$BigEndian.writeInt32(byte[ ], int, int)",1177246,0,7572068,0
"kanzi.transform.TextCodec$TextCodec1.emitSymbols(byte[ ], int, byte[ ], int, int, int)",1133152,0,4724881,0
"kanzi.transform.TextCodec.isDelimiter(byte)",1105919,1082185,-103594,13861126
"kanzi.transform.TextCodec$TextCodec1.reset(int)",1087944,0,761,0
"kanzi.transform.DivSufSort.swapInSA(int, int)",798517,4841531,-28354474,62866167
"kanzi.transform.TextCodec$DictEntry.<init>(byte[ ], int, int, int, int)",749381,39947,4931584,524288
"kanzi.transform.DivSufSort$Stack.pop()",631898,404963,1825449,3947293
"kanzi.transform.TextCodec.sameWords(byte[ ], int, byte[ ], int, int)",388937,1350314,-2682054,12697965
"kanzi.transform.DivSufSort.trIlg(int)",305327,287614,635948,2923260
"kanzi.transform.DivSufSort.trSort(int, int)",303362,232047,762,1
"kanzi.transform.TextCodec.computeStats(byte[ ], int, int, int[ ], boolean)",296627,147014,762,1
"kanzi.transform.DivSufSort.ssPivot(int, int, int, int)",288981,197945,337125,895009
"kanzi.transform.DivSufSort.trInsertionSort(int, int, int)",274474,600885,587408,2977117
"kanzi.transform.DivSufSort$Stack.push(int, int, int, int, int)",267923,243889,63070,2539457
"kanzi.transform.DivSufSort.ssIlg(int)",258446,89948,1083467,879443
"java.io.PrintStream.println(java.lang.String)",119216,0,3076,0
"kanzi.entropy.CMPredictor.<init>()",95806,0,763,0
"kanzi.transform.DivSufSort$TRBudget.check(int)",68823,109845,-30741,1121148
"kanzi.transform.DivSufSort.ssMedian3(int, int, int, int, int)",64284,73526,161628,543208
