"Hot Spot","Self Time Difference (microseconds)","Self Time Base (microseconds)","Invocations Difference","Invocations Base"
"kanzi.entropy.TPAQPredictor.update(int)",570584779,0,617912080,0
"kanzi.entropy.BinaryEntropyEncoder.encodeByte(byte)",236524311,0,77239010,0
"kanzi.entropy.TPAQPredictor$Mixer.get(int, int, int, int, int, int, int, int)",216537672,0,617912080,0
"kanzi.Global.squash(int)",205090910,3011,618113512,3895
"kanzi.entropy.BinaryEntropyEncoder.encodeBit(int, int)",204346460,0,617912080,0
"java.lang.Thread.yield()",182809102,0,222587114,0
"kanzi.entropy.TPAQPredictor$Mixer.update(int)",103594078,0,617912080,0
"kanzi.entropy.LogisticAdaptiveProbMap.get(int, int, int)",96547737,0,610824628,0
"kanzi.Global.positiveOrNull(int)",91069153,0,610936802,0
"kanzi.entropy.TPAQPredictor.get()",87376429,0,617912080,0
"kanzi.io.CompressedOutputStream$EncodingTask.encodeBlock(kanzi.SliceByteArray, kanzi.SliceByteArray, int, long, int, int)",67163419,32867,6103,1
"kanzi.entropy.TPAQPredictor.createContext(int, int)",37137875,0,231717030,0
"kanzi.entropy.TPAQPredictor.getMatchContextPred()",31728275,0,193603769,0
"kanzi.transform.TextCodec$TextCodec1.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",28056956,0,6104,0
"java.util.concurrent.atomic.AtomicInteger.get()",25334735,0,222600085,0
"kanzi.transform.TextCodec.isText(byte)",20006340,15240674,-928865,100005616
"kanzi.entropy.TPAQPredictor.<init>(java.util.Map)",19104581,0,6104,0
"kanzi.entropy.TPAQPredictor.findMatch()",14891117,0,77239010,0
"kanzi.entropy.BinaryEntropyEncoder.encode(byte[ ], int, int)",14265506,0,6104,0
"kanzi.transform.TextCodec.isLowerCase(byte)",9062022,7055582,-928865,100005616
"kanzi.util.hash.XXHash32.hash(byte[ ], int, int)",8419461,0,6104,0
"kanzi.transform.TextCodec$TextCodec1.reset(int)",8181834,0,6026,0
"kanzi.transform.TextCodec$DictEntry.<init>(byte[ ], int, int, int, int)",6331605,39947,42671104,524288
"kanzi.Memory$LittleEndian.readInt32(byte[ ], int)",3373766,0,25000000,0
"kanzi.util.hash.XXHash32.round(int, int)",3267427,0,25000000,0
"kanzi.entropy.BinaryEntropyEncoder.flush()",2875581,0,8557176,0
"kanzi.transform.TextCodec$TextCodec1.emitWordIndex(byte[ ], int, int)",1505993,0,9021150,0
"kanzi.Memory$BigEndian.writeInt32(byte[ ], int, int)",1498818,0,8557176,0
"kanzi.transform.TextCodec.isDelimiter(byte)",1189529,1082185,-158747,13861126
"kanzi.transform.TextCodec$TextCodec1.emitSymbols(byte[ ], int, byte[ ], int, int, int)",1106747,0,4666146,0
"kanzi.transform.RLT.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",918518,0,6104,0
"kanzi.transform.TextCodec.computeStats(byte[ ], int, int, int[ ], boolean)",789344,147014,6103,1
"java.io.PrintStream.println(java.lang.String)",752124,0,24440,0
"kanzi.entropy.LogisticAdaptiveProbMap.<init>(int, int)",447712,0,6104,0
"kanzi.transform.TextCodec.sameWords(byte[ ], int, byte[ ], int, int)",393686,1350314,-3677023,12697965
"kanzi.entropy.TPAQPredictor$Mixer.<init>()",389236,0,1562624,0
"java.io.PrintStream.println(java.lang.Object)",330265,0,6106,0
"java.util.concurrent.ThreadPoolExecutor$Worker.run()",243364,0,8,0
"kanzi.transform.X86Codec.isExeBlock(byte[ ], int, int, int)",193549,0,6104,0
