"Hot Spot","Self Time Difference (microseconds)","Self Time Base (microseconds)","Invocations Difference","Invocations Base"
"kanzi.transform.ROLZCodec$ROLZEncoder.encode9Bits(int)",78663759,0,52622957,0
"kanzi.transform.ROLZCodec$ROLZEncoder.encodeBit(int)",65734810,0,493260853,0
"kanzi.transform.ROLZCodec$ROLZCodec2.findMatch(kanzi.SliceByteArray, int)",43130257,0,52586333,0
"kanzi.transform.ROLZCodec$ROLZCodec2.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",37299055,0,6104,0
"java.lang.Thread.yield()",34021259,0,57316952,0
"kanzi.transform.ROLZCodec.hash(byte[ ], int)",14942901,0,52586333,0
"kanzi.transform.ROLZCodec.getKey(byte[ ], int)",14689173,0,52586333,0
"kanzi.transform.ROLZCodec$ROLZCodec2.<init>(int, java.util.Map)",14028162,0,6104,0
"kanzi.transform.TextCodec.isText(byte)",11967733,15240674,523156,100005616
"kanzi.io.CompressedOutputStream$EncodingTask.encodeBlock(kanzi.SliceByteArray, kanzi.SliceByteArray, int, long, int, int)",11549281,32867,6103,1
"kanzi.Memory$LittleEndian.readInt32(byte[ ], int)",8878060,0,70183167,0
"kanzi.transform.TextCodec$TextCodec2.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",8326149,13464763,6103,1
"kanzi.transform.ROLZCodec$ROLZEncoder.setContext(byte)",7032732,0,56547701,0
"kanzi.transform.TextCodec$TextCodec2.reset(int)",7024000,30492,6087,1
"kanzi.Memory$LittleEndian.readInt16(byte[ ], int)",6517045,0,52586333,0
"java.lang.Math.min(int, int)",6402808,0,52617840,0
"kanzi.transform.TextCodec.isLowerCase(byte)",5380112,7055582,523156,100005616
"kanzi.transform.TextCodec$DictEntry.<init>(byte[ ], int, int, int, int)",5349311,39947,43115520,524288
"java.util.concurrent.atomic.AtomicInteger.get()",4712718,0,57330178,0
"kanzi.transform.ROLZCodec$ROLZEncoder.encodeBits(int, int)",3492411,0,3930848,0
"kanzi.Memory$BigEndian.writeInt32(byte[ ], int, int)",1617649,0,11622024,0
"kanzi.transform.TextCodec.computeStats(byte[ ], int, int, int[ ], boolean)",1480388,147014,6103,1
"kanzi.transform.ROLZCodec$ROLZEncoder.setMode(int)",1090213,0,7873904,0
"kanzi.transform.ROLZCodec$ROLZEncoder.reset()",1054017,0,6104,0
"java.lang.Integer.numberOfTrailingZeros(int)",597001,0,4976954,0
"kanzi.transform.TextCodec.isDelimiter(byte)",574060,1082185,-38212,13861126
"kanzi.transform.TextCodec$TextCodec2.emitSymbols(byte[ ], int, byte[ ], int, int, int)",414000,462712,93547,4625539
"kanzi.bitstream.DefaultOutputBitStream.writeBits(byte[ ], int, int)",411745,878841,11179,1029
"kanzi.bitstream.DefaultOutputBitStream.pushCurrent()",303066,844488,-181088,5283283
"kanzi.transform.ROLZCodec$ROLZEncoder.<init>(int, int, kanzi.SliceByteArray)",301881,0,6104,0
"kanzi.Global.log2_1024(int)",196556,0,702576,0
"kanzi.Global.computeFirstOrderEntropy1024(int, int[ ])",187766,0,6200,0
"kanzi.Memory$BigEndian.writeLong64(byte[ ], int, long)",162231,368975,-181088,5283283
"java.util.concurrent.ThreadPoolExecutor$Worker.run()",132229,0,6,0
"kanzi.Memory$BigEndian.readLong64(byte[ ], int)",124473,397993,-176156,5266221
"kanzi.transform.TextCodec$TextCodec2.emitWordIndex(byte[ ], int, int, int)",111218,1039165,-3598340,12697965
"kanzi.Global.computeHistogramOrder0(byte[ ], int, int, int[ ], boolean)",87812,38273,5076,1028
"java.lang.Integer.numberOfLeadingZeros(int)",45581,0,138062,0
"java.util.Map.getOrDefault(java.lang.Object, java.lang.Object)",45550,0,42730,0
"kanzi.transform.Sequence.getMaxEncodedLength(int)",43406,0,12208,0
"java.lang.Integer.valueOf(int)",41102,0,30529,0
"java.util.concurrent.ExecutorService.invokeAll(java.util.Collection)",33275,0,1018,0
"kanzi.io.CompressedOutputStream$EncodingTask.call()",31492,0,12208,0
"kanzi.transform.Sequence.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",28104,0,6104,0
"kanzi.transform.ROLZCodec.<init>(java.util.Map)",24635,0,6104,0
"java.lang.Math.max(int, int)",22286,0,41679,0
"kanzi.transform.FSDCodec.getMaxEncodedLength(int)",21625,0,18312,0
"java.util.Map.put(java.lang.Object, java.lang.Object)",19080,0,30528,0
"kanzi.io.CompressedOutputStream$EncodingTask._get_skipBlocks(java.util.Map)",16774,0,6104,0
"java.lang.String.contains(java.lang.CharSequence)",14106,0,6104,0
"kanzi.transform.TextCodec$TextCodec2.getMaxEncodedLength(int)",12535,0,24400,0
"kanzi.transform.TextCodec.getMaxEncodedLength(int)",10929,0,12208,0
"kanzi.Global.log2(int)",10590,0,24400,0
"kanzi.bitstream.DefaultOutputBitStream.<init>(java.io.OutputStream, int)",10333,0,6105,0
"java.util.HashMap.<init>(java.util.Map)",8122,0,6104,0
"kanzi.SliceByteArray.<init>(byte[ ], int, int)",7652,0,6106,0
"java.lang.String.equals(java.lang.Object)",7440,0,6446,0
"kanzi.transform.TextCodec.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",7238,0,6104,0
"java.util.Map.containsKey(java.lang.Object)",6727,0,6105,0
"kanzi.transform.ROLZCodec$ROLZCodec2.getMaxEncodedLength(int)",6579,0,18312,0
"kanzi.transform.ROLZCodec.getMaxEncodedLength(int)",5847,0,12208,0
"kanzi.transform.FSDCodec.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",5846,0,6104,0
"kanzi.bitstream.DefaultOutputBitStream.close()",5722,0,6105,0
"kanzi.bitstream.DefaultOutputBitStream.isClosed()",5197,0,24595,0
"java.lang.Boolean.valueOf(boolean)",4858,0,12214,0
"kanzi.transform.Sequence.<init>(kanzi.ByteTransform[ ])",4194,0,6104,0
"kanzi.transform.ROLZCodec.forward(kanzi.SliceByteArray, kanzi.SliceByteArray)",4120,0,6104,0
"kanzi.io.CompressedOutputStream$CustomByteArrayOutputStream.<init>(byte[ ], int)",3445,0,6104,0
"java.lang.String.toUpperCase()",3404,0,6115,0
"kanzi.entropy.NullEntropyEncoder.encode(byte[ ], int, int)",3255,0,6104,0
"java.util.Map.get(java.lang.Object)",2747,0,6113,0
"java.lang.Integer.intValue()",2425,0,12216,0
